input_doi,matched_doi,confidence,matched_doi_type,matched_in_openalex
10.48550/arxiv.1311.2418,10.7146/math.scand.a-22237,1,journal-article,TRUE
10.48550/arxiv.2109.12363,10.1109/embc46164.2021.9630350,1,proceedings-article,TRUE
10.48550/arxiv.1505.00353,10.1109/tpami.2017.2728065,0.9761,journal-article,TRUE
10.48550/arxiv.hep-th/0007071,10.4310/atmp.2000.v4.n2.a5,1,journal-article,TRUE
10.48550/arxiv.1507.01400,10.1515/9783110430417-011,0.994,book-chapter,TRUE
10.48550/arxiv.1806.09573,10.1109/cvpr.2019.00575,1,proceedings-article,TRUE
10.48550/arxiv.math/0406565,10.1007/bf02829847,1,journal-article,TRUE
10.48550/arxiv.2310.12160,10.3390/sym15101932,0.9939,journal-article,FALSE
10.48550/arxiv.1710.04744,10.1109/iccvw.2017.329,1,proceedings-article,TRUE
10.48550/arxiv.2308.04124,10.15439/2023f1479,1,proceedings-article,TRUE
10.48550/arxiv.2501.03947,10.1088/1538-3873/adb5c2,1,journal-article,FALSE
10.48550/arxiv.1508.04330,10.1016/j.na.2015.11.004,0.851,journal-article,FALSE
10.48550/arxiv.2005.03872,10.1109/iv47402.2020.9304801,0.9972,proceedings-article,TRUE
10.48550/arxiv.2109.12289,10.1007/978-3-030-91081-5_27,1,book-chapter,TRUE
10.48550/arxiv.2312.14103,10.1140/epjc/s10052-024-13158-x,1,journal-article,FALSE
10.48550/arxiv.1707.04384,10.1039/c8sm00591e,1,journal-article,TRUE
10.48550/arxiv.2001.10335,10.1016/j.compind.2020.103293,0.9879,journal-article,FALSE
10.48550/arxiv.physics/0511030,10.1016/j.nima.2007.01.078,0.9833,journal-article,TRUE
10.48550/arxiv.1905.12893,10.1007/s11081-022-09738-z,0.9875,journal-article,TRUE
10.48550/arxiv.1704.04304,10.1016/j.spa.2017.09.012,1,journal-article,TRUE
10.48550/arxiv.1903.03723,10.1109/infcomw.2019.8845145,1,proceedings-article,TRUE
10.48550/arxiv.2110.08465,10.1109/tkde.2025.3569648,0.975,journal-article,FALSE
10.48550/arxiv.cond-mat/0605117,10.1016/j.aop.2007.04.018,1,journal-article,TRUE
10.48550/arxiv.2310.03723,10.1103/physrevb.109.l180505,1,journal-article,TRUE
10.48550/arxiv.astro-ph/0106027,10.1007/10856495_89,0.875,book-chapter,FALSE
10.48550/arxiv.1802.07495,10.1021/acsphotonics.8b00206,1,journal-article,TRUE
10.48550/arxiv.2110.06285,10.1111/obes.12581,1,journal-article,TRUE
10.48550/arxiv.1607.02207,10.4171/jst/234,1,journal-article,TRUE
10.48550/arxiv.2409.12390,10.1109/wacv61041.2025.00350,1,proceedings-article,FALSE
10.48550/arxiv.2007.07546,10.1016/j.automatica.2021.109727,1,journal-article,TRUE
10.48550/arxiv.2209.14959,10.1103/physrevd.107.024019,0.8805,journal-article,FALSE
10.48550/arxiv.2108.10721,10.1109/ic2e52221.2021.00041,1,proceedings-article,TRUE
10.48550/arxiv.2412.13937,10.1088/1741-4326/adc318,1,journal-article,FALSE
10.48550/arxiv.2308.04221,10.1103/physrevd.109.076019,1,journal-article,TRUE
10.48550/arxiv.1712.01675,10.1186/s40708-018-0080-3,0.8796,journal-article,FALSE
10.48550/arxiv.2401.12612,10.1038/s41467-024-50862-4,1,journal-article,FALSE
10.48550/arxiv.2306.11646,10.24963/ijcai.2023/761,1,proceedings-article,TRUE
10.48550/arxiv.cs/9811022,10.3115/980451.980882,0.9939,proceedings-article,TRUE
10.48550/arxiv.1608.00187,10.1007/978-3-319-46448-0_51,1,book-chapter,TRUE
10.48550/arxiv.cond-mat/9809314,10.1103/physrevb.58.13558,0.9291,journal-article,TRUE
10.48550/arxiv.0809.0298,10.1016/j.jsc.2010.08.011,0.9803,journal-article,FALSE
10.48550/arxiv.1711.07664,10.1007/s11134-019-09606-1,0.8987,journal-article,FALSE
10.48550/arxiv.2003.04949,10.1109/iros45743.2020.9341556,1,proceedings-article,TRUE
10.48550/arxiv.1707.08507,10.3150/18-bej1052,1,journal-article,TRUE
10.48550/arxiv.1502.06946,10.22323/1.233.0143,1,proceedings-article,TRUE
10.48550/arxiv.math/0002163,10.1007/s002090100262,0.8893,journal-article,FALSE
10.48550/arxiv.1008.0509,10.5802/aif.2772,0.9875,journal-article,TRUE
10.48550/arxiv.1604.06917,10.1371/journal.pone.0190263,1,journal-article,TRUE
10.48550/arxiv.1810.03231,10.1090/tran/9143,0.875,journal-article,FALSE
10.48550/arxiv.2205.00423,10.1109/cvpr52688.2022.01757,1,proceedings-article,TRUE
10.48550/arxiv.2111.00168,10.1007/s11538-022-01043-1,0.9489,journal-article,TRUE
10.48550/arxiv.1411.3188,10.25162/sl-2015-0013,1,journal-article,TRUE
10.48550/arxiv.2012.11953,10.1002/rsa.20916,0.899,journal-article,FALSE
10.48550/arxiv.quant-ph/0607046,10.1201/9781584889007.pt1,0.975,book-chapter,TRUE
10.48550/arxiv.1508.00649,10.1007/978-3-030-01588-6_10,0.9875,book-chapter,TRUE
10.48550/arxiv.math/0407288,10.1017/cbo9781139108782.003,0.875,book-chapter,TRUE
10.48550/arxiv.2004.04094,10.1016/j.bulsci.2017.03.002,0.8697,journal-article,FALSE
10.48550/arxiv.2401.05232,10.2352/ei.2024.36.17.avm-109,1,journal-article,TRUE
10.48550/arxiv.2307.12649,10.1103/physrevb.109.l220405,0.9977,journal-article,TRUE
10.48550/arxiv.2403.17719,10.1109/cvpr52733.2024.02391,1,proceedings-article,FALSE
10.48550/arxiv.0902.0117,10.1080/03610910903259642,1,journal-article,TRUE
10.48550/arxiv.2012.06920,10.1080/24694452.2020.1867498,1,journal-article,TRUE
10.48550/arxiv.1610.09429,10.1016/j.aim.2018.05.021,1,journal-article,TRUE
10.48550/arxiv.1408.4709,10.1007/s10468-016-9599-2,1,journal-article,FALSE
10.48550/arxiv.2109.02230,10.1007/s10851-022-01136-5,0.8542,journal-article,FALSE
10.48550/arxiv.2403.05824,10.1038/s41598-024-77206-y,1,journal-article,FALSE
10.48550/arxiv.1705.07446,10.1134/s1547477118050114,1,journal-article,TRUE
10.48550/arxiv.2308.02645,10.1007/978-981-16-4544-0_95-1,1,book-chapter,FALSE
10.48550/arxiv.1701.09079,10.1016/j.desal.2017.03.013,1,journal-article,TRUE
10.48550/arxiv.2305.11005,10.1287/moor.2024.0525,1,journal-article,FALSE
10.48550/arxiv.2407.02888,10.1109/tccn.2024.3424840,1,journal-article,TRUE
10.48550/arxiv.2407.16613,10.1007/978-3-031-71533-4_6,1,book-chapter,FALSE
10.48550/arxiv.1911.07162,10.1609/aaai.v34i02.5581,1,journal-article,TRUE
10.48550/arxiv.0801.1691,10.2140/ant.2011.5.231,0.9875,journal-article,TRUE
10.48550/arxiv.2307.04658,10.1002/joc.8619,1,journal-article,TRUE
10.48550/arxiv.2004.11687,10.1007/978-3-030-58112-1_11,1,book-chapter,TRUE
10.48550/arxiv.math/0603052,10.4064/fm198-1-2,1,journal-article,TRUE
10.48550/arxiv.1501.06937,10.5817/am2017-1-13,0.9129,journal-article,FALSE
10.48550/arxiv.1708.02897,10.1016/j.jmaa.2018.01.029,1,journal-article,TRUE
10.48550/arxiv.1808.01255,10.1007/s43037-020-00053-2,0.9953,journal-article,TRUE
10.48550/arxiv.hep-th/0109077,10.1142/9789812705068_0001,0.875,proceedings-article,TRUE
10.48550/arxiv.2411.16847,10.1088/1538-3873/adb6d6,1,journal-article,FALSE
10.48550/arxiv.2010.16339,10.1137/21m1391493,1,journal-article,TRUE
10.48550/arxiv.1905.06001,10.3934/dcds.2020131,1,journal-article,TRUE
10.48550/arxiv.2307.14290,10.1007/s00184-023-00931-3,1,journal-article,FALSE
10.48550/arxiv.2204.02943,10.1007/978-3-031-16919-9_5,1,book-chapter,TRUE
10.48550/arxiv.2201.03205,10.1515/zna-2024-0223,0.9875,journal-article,FALSE
10.48550/arxiv.2408.17194,10.1016/j.physletb.2025.139494,1,journal-article,FALSE
10.48550/arxiv.1702.02592,10.1007/s10440-017-0130-5,0.975,journal-article,FALSE
10.48550/arxiv.2105.04833,10.1109/tcomm.2021.3134690,1,journal-article,TRUE
10.48550/arxiv.0804.3545,10.5897/ijps09.014,0.975,journal-article,FALSE
10.48550/arxiv.2404.04373,10.3847/1538-4357/ad2992,1,journal-article,TRUE
10.48550/arxiv.2112.04912,10.1109/tsipn.2023.3313818,1,journal-article,TRUE
10.48550/arxiv.1210.5510,10.22323/1.164.0010,1,proceedings-article,TRUE
10.48550/arxiv.1712.09456,10.1142/9789813272880_0157,1,proceedings-article,TRUE
10.48550/arxiv.2009.11728,10.1007/s00025-021-01541-z,1,journal-article,TRUE
10.48550/arxiv.2402.01232,10.1016/j.ifacol.2024.08.296,1,journal-article,TRUE
10.48550/arxiv.2408.16590,10.1103/physrevd.110.094517,0.875,journal-article,FALSE
10.48550/arxiv.math/9702216,10.1215/ijm/1255985612,1,journal-article,FALSE
10.48550/arxiv.2305.06688,10.1021/acsphotonics.3c00630,0.9546,journal-article,TRUE
10.48550/arxiv.2301.07654,10.1140/epja/s10050-023-01175-5,1,journal-article,FALSE
10.48550/arxiv.0712.4099,10.1109/dest.2008.4635157,1,proceedings-article,TRUE
10.48550/arxiv.0706.3086,10.1090/s0002-9939-08-09416-1,1,journal-article,TRUE
10.48550/arxiv.2308.07313,10.1109/iccv51070.2023.01380,1,proceedings-article,TRUE
10.48550/arxiv.1601.00969,10.5802/alco.50,0.9875,journal-article,TRUE
10.48550/arxiv.1912.01566,10.1016/j.jctb.2022.12.008,0.975,journal-article,FALSE
10.48550/arxiv.2104.06174,10.1109/cvpr46437.2021.00911,1,proceedings-article,TRUE
10.48550/arxiv.1909.12297,10.1007/978-3-030-58565-5_20,1,book-chapter,TRUE
10.48550/arxiv.1805.09419,10.37236/8491,1,journal-article,TRUE
10.48550/arxiv.2407.14180,10.21437/interspeech.2024-1854,1,proceedings-article,FALSE
10.48550/arxiv.2402.17352,10.3847/1538-4357/ad4f83,1,journal-article,FALSE
10.48550/arxiv.1512.03789,10.1007/s00526-016-1074-8,1,journal-article,TRUE
10.48550/arxiv.2007.05571,10.1109/access.2020.3009131,0.9705,journal-article,FALSE
10.48550/arxiv.math/0405504,10.1142/s0218216599000419,0.875,journal-article,FALSE
10.48550/arxiv.1909.01932,10.22323/1.358.1025,1,proceedings-article,TRUE
10.48550/arxiv.1610.01065,10.12783/dtetr/apetc2017/11295,1,journal-article,TRUE
10.48550/arxiv.2103.07218,10.1007/978-981-19-2354-8_93,1,book-chapter,TRUE
10.48550/arxiv.2209.02130,10.1103/physrevx.13.031033,1,journal-article,TRUE
10.48550/arxiv.1606.02463,10.1109/isit.2016.7541730,1,proceedings-article,TRUE
10.48550/arxiv.1905.06720,10.1109/tbdata.2020.2964169,1,journal-article,TRUE
10.48550/arxiv.1905.08438,10.1016/j.jat.2020.105392,1,journal-article,TRUE
10.48550/arxiv.1202.4596,10.1109/isit.2012.6283062,1,proceedings-article,TRUE
10.48550/arxiv.2208.05810,10.1007/978-3-031-20047-2_31,1,book-chapter,TRUE
10.48550/arxiv.1610.08649,10.1007/s00039-017-0405-z,1,journal-article,FALSE
10.48550/arxiv.1912.01473,10.1109/isit44484.2020.9174254,1,proceedings-article,TRUE
10.48550/arxiv.2307.01238,10.1109/jbhi.2024.3371108,1,journal-article,TRUE
10.48550/arxiv.0907.5126,10.2139/ssrn.1440805,1,journal-article,TRUE
10.48550/arxiv.2211.05531,10.1109/ijcnn54540.2023.10191750,0.9177,proceedings-article,FALSE
10.48550/arxiv.2501.04702,10.1109/wcnc57260.2024.10570889,0.875,proceedings-article,FALSE
10.48550/arxiv.2412.16477,10.1103/physrevb.111.l201405,1,journal-article,TRUE
10.48550/arxiv.2406.12442,10.18653/v1/2024.findings-emnlp.110,1,proceedings-article,FALSE
10.48550/arxiv.2212.00292,10.2139/ssrn.4284776,1,journal-article,TRUE
10.48550/arxiv.math/0608643,10.1007/s11854-008-0018-4,1,journal-article,TRUE
10.48550/arxiv.2010.08847,10.1109/icassp39728.2021.9414583,1,proceedings-article,TRUE
10.48550/arxiv.1810.10248,10.1007/s10998-020-00325-2,1,journal-article,TRUE
10.48550/arxiv.1602.02971,10.1017/9781316576571.013,0.9679,book-chapter,TRUE
10.48550/arxiv.1908.02809,10.1109/iccv.2019.00231,1,proceedings-article,TRUE
10.48550/arxiv.1709.08553,10.1109/iccv.2017.65,1,proceedings-article,TRUE
10.48550/arxiv.1408.2333,10.1109/fmcad.2014.6987592,1,proceedings-article,TRUE
10.48550/arxiv.math-ph/0504027,10.1088/0305-4470/38/25/l02,1,journal-article,TRUE
10.48550/arxiv.cs/9809071,10.1109/icc.1997.610038,0.975,proceedings-article,TRUE
10.48550/arxiv.2009.13453,10.1109/jbhi.2021.3062335,1,journal-article,TRUE
10.48550/arxiv.1105.2260,10.4310/mrl.2012.v19.n1.a9,1,journal-article,TRUE
10.48550/arxiv.2111.11739,10.1109/lra.2022.3210880,1,journal-article,TRUE
10.48550/arxiv.1609.00696,10.1111/biom.12719,0.9752,journal-article,FALSE
10.48550/arxiv.2106.09758,10.1109/cvpr46437.2021.00047,1,proceedings-article,TRUE
10.48550/arxiv.2010.08758,10.22323/1.390.0193,1,proceedings-article,TRUE
10.48550/arxiv.1505.01324,10.46298/dmtcs.2498,0.94,journal-article,TRUE
10.48550/arxiv.1705.06682,10.1515/forum-2017-0227,1,journal-article,TRUE
10.48550/arxiv.1109.4355,10.1016/j.jmaa.2011.12.059,1,journal-article,TRUE
10.48550/arxiv.1807.04358,10.4310/arkiv.2019.v57.n1.a7,1,journal-article,TRUE
10.48550/arxiv.1210.2056,10.4171/jems/597,0.9686,journal-article,TRUE
10.48550/arxiv.2009.06126,10.23919/icn.2020.0018,0.9548,journal-article,FALSE
10.48550/arxiv.1309.6937,10.1007/s10959-015-0610-3,0.956,journal-article,TRUE
10.48550/arxiv.2406.06170,10.1103/physrevb.110.125418,0.8933,journal-article,FALSE
10.48550/arxiv.2309.03185,10.1109/cvpr52733.2024.01896,1,proceedings-article,FALSE
10.48550/arxiv.1311.4638,10.1017/s0013091516000304,0.925,journal-article,FALSE
10.48550/arxiv.2302.10059,10.22323/1.417.0214,1,proceedings-article,TRUE
10.48550/arxiv.1204.5388,10.1109/taes.2013.110388,1,journal-article,TRUE
10.48550/arxiv.0904.2345,10.1142/s021830130801180x,0.9156,journal-article,FALSE
10.48550/arxiv.0801.3104,10.1086/528672,0.9479,journal-article,TRUE
10.48550/arxiv.1007.4548,10.1088/2041-8205/720/1/l97,1,journal-article,TRUE
10.48550/arxiv.2504.04507,10.1051/0004-6361/202452685,1,journal-article,FALSE
10.48550/arxiv.2406.08444,10.1007/978-981-96-0911-6_11,1,book-chapter,FALSE
10.48550/arxiv.2204.06431,10.1016/j.apm.2023.09.017,1,journal-article,TRUE
10.48550/arxiv.2204.00085,10.1016/j.jmaa.2022.126256,1,journal-article,TRUE
10.48550/arxiv.0810.5225,10.1007/s11856-011-0018-4,0.9875,journal-article,TRUE
10.48550/arxiv.2303.11489,10.1109/tac.2024.3520419,1,journal-article,TRUE
10.48550/arxiv.1912.07132,10.1080/00927872.2020.1713329,1,journal-article,TRUE
10.48550/arxiv.2403.02449,10.1007/978-3-031-72627-9_12,1,book-chapter,FALSE
10.48550/arxiv.1909.11832,10.1109/tkde.2020.2997772,0.9875,journal-article,TRUE
10.48550/arxiv.1308.5237,10.11114/smc.v1i2.198,1,journal-article,TRUE
10.48550/arxiv.1009.1496,10.1007/bf03549539,1,journal-article,FALSE
10.48550/arxiv.2405.10499,10.1007/978-3-031-65630-9_9,1,book-chapter,FALSE
10.48550/arxiv.2112.08616,10.18653/v1/2022.findings-naacl.2,1,proceedings-article,TRUE
10.48550/arxiv.0807.2690,10.37236/907,1,journal-article,FALSE
10.48550/arxiv.0910.2285,10.1016/j.physa.2010.09.022,1,journal-article,FALSE
10.48550/arxiv.2204.12559,10.29354/diag/176931,1,journal-article,TRUE
10.48550/arxiv.2407.12447,10.1093/nsr/nwae367,0.9997,journal-article,TRUE
10.48550/arxiv.1803.07683,10.1007/s10107-019-01411-1,1,journal-article,TRUE
10.48550/arxiv.2309.06388,10.1007/s11704-024-40072-y,0.9722,journal-article,FALSE
10.48550/arxiv.2101.11571,10.4171/jca/68,1,journal-article,TRUE
10.48550/arxiv.1808.07828,10.1016/j.topol.2019.107002,0.9523,journal-article,FALSE
10.48550/arxiv.2403.18167,10.18653/v1/2024.findings-emnlp.466,1,proceedings-article,FALSE
10.48550/arxiv.2312.00242,10.1007/jhep02(2024)224,1,journal-article,FALSE
10.48550/arxiv.2304.13348,10.1145/3588432.3591552,1,proceedings-article,TRUE
10.48550/arxiv.1007.0489,10.1007/978-3-642-15369-3_8,1,book-chapter,TRUE
10.48550/arxiv.2007.10674,10.1155/2022/1670984,0.8883,journal-article,FALSE
10.48550/arxiv.cs/0206018,10.1007/978-3-540-45078-8_22,0.8571,book-chapter,FALSE
10.48550/arxiv.0706.1502,10.13001/1081-3810.1285,1,journal-article,TRUE
10.48550/arxiv.1903.12474,10.4064/cm7878-5-2019,1,journal-article,TRUE
10.48550/arxiv.1607.04430,10.1016/j.jmva.2016.11.010,1,journal-article,TRUE
10.48550/arxiv.2307.06017,10.1088/1361-648x/ad0191,1,journal-article,TRUE
10.48550/arxiv.1607.01482,10.1137/16m1083402,0.996,journal-article,FALSE
10.48550/arxiv.2201.06634,10.1016/j.jalgebra.2023.03.009,0.9358,journal-article,FALSE
10.48550/arxiv.2206.10892,10.24963/ijcai.2022/120,1,proceedings-article,TRUE
10.48550/arxiv.2209.04598,10.1109/tsg.2023.3270112,0.9773,journal-article,TRUE
10.48550/arxiv.2408.15367,10.1109/ro-man60168.2024.10731401,1,proceedings-article,TRUE
10.48550/arxiv.1805.03730,10.1109/itw.2018.8613467,1,proceedings-article,TRUE
10.48550/arxiv.2106.11918,10.1007/s10489-021-02379-2,1,journal-article,TRUE
10.48550/arxiv.1806.03104,10.1215/00127094-2020-0087,0.9875,journal-article,TRUE
10.48550/arxiv.2106.15677,10.1090/proc/16148,1,journal-article,TRUE
10.48550/arxiv.1910.08507,10.1112/s0010437x21007454,1,journal-article,TRUE
10.48550/arxiv.1603.08041,10.1021/acs.jpclett.6b01178,0.894,journal-article,FALSE
10.48550/arxiv.2111.14107,10.1007/s10559-024-00667-6,0.9026,journal-article,FALSE
10.48550/arxiv.1302.5960,10.1049/iet-com.2012.0264,0.9,journal-article,FALSE
10.48550/arxiv.2011.07716,10.1016/j.aim.2023.109240,0.9875,journal-article,FALSE
10.48550/arxiv.0803.2316,10.26421/qic8.5-6-8,0.9459,journal-article,FALSE
10.48550/arxiv.2003.05066,10.1093/imrn/rnaa351,1,journal-article,TRUE
10.48550/arxiv.1405.7480,10.18466/cbayarfbe.319873,0.9875,journal-article,TRUE
10.48550/arxiv.2007.02009,10.1090/spmj/1762,0.9444,journal-article,FALSE
10.48550/arxiv.2307.12616,10.1109/iccv51070.2023.00089,1,proceedings-article,TRUE
10.48550/arxiv.math-ph/0011042,10.1007/bf02392811,1,journal-article,TRUE
10.48550/arxiv.math/0508076,10.1080/00029890.2006.11920364,0.875,journal-article,TRUE
10.48550/arxiv.2209.03588,10.2139/ssrn.4253686,1,journal-article,TRUE
10.48550/arxiv.1304.5988,10.1016/j.jnt.2015.08.001,0.9875,journal-article,TRUE
10.48550/arxiv.1801.04420,10.1049/iet-com.2017.1197,1,journal-article,TRUE
10.48550/arxiv.2006.06089,10.3934/dcds.2024155,0.875,journal-article,FALSE
10.48550/arxiv.1612.06977,10.1007/s10915-017-0554-0,1,journal-article,TRUE
10.48550/arxiv.2303.03788,10.4171/rsmup/117,1,journal-article,TRUE
10.48550/arxiv.1912.10339,10.1137/20m1312009,0.9834,journal-article,TRUE
10.48550/arxiv.2109.02177,10.2139/ssrn.4163309,1,journal-article,TRUE
10.48550/arxiv.1609.06821,10.1007/s10959-016-0722-4,1,journal-article,TRUE
10.48550/arxiv.2103.08010,10.25046/aj0602105,0.9532,journal-article,TRUE
10.48550/arxiv.1408.5825,10.1109/cdc.2014.7039646,1,proceedings-article,TRUE
10.48550/arxiv.2112.02621,10.1007/978-3-031-31186-4_6,1,book-chapter,TRUE
10.48550/arxiv.1605.03455,10.1016/j.matpur.2017.10.004,0.9875,journal-article,TRUE
10.48550/arxiv.2406.00849,10.1016/j.jmaa.2025.129267,1,journal-article,TRUE
10.48550/arxiv.2409.15570,10.1134/s1063773724700154,1,journal-article,FALSE
10.48550/arxiv.2210.04206,10.1007/978-3-031-19830-4_19,1,book-chapter,TRUE
10.48550/arxiv.1707.07436,10.1016/j.tcs.2019.05.017,1,journal-article,TRUE
10.48550/arxiv.2012.00462,10.1117/12.2562183,1,proceedings-article,TRUE
10.48550/arxiv.2407.10778,10.1093/imrn/rnae239,1,journal-article,FALSE
10.48550/arxiv.2401.00702,10.1016/j.jde.2024.02.051,1,journal-article,TRUE
10.48550/arxiv.0803.1382,10.1080/03605300902892402,1,journal-article,TRUE
10.48550/arxiv.2407.12748,10.1007/s00220-025-05256-y,0.9293,journal-article,FALSE
10.48550/arxiv.1204.2384,10.1142/s0218196713500185,1,journal-article,TRUE
10.48550/arxiv.2205.01730,10.18653/v1/2022.findings-naacl.9,1,proceedings-article,TRUE
10.48550/arxiv.physics/0512169,10.1007/978-88-470-0502-0_4,0.9276,book-chapter,FALSE
10.48550/arxiv.2206.03911,10.1016/j.jalgebra.2024.08.019,0.9686,journal-article,FALSE
10.48550/arxiv.gr-qc/0301100,10.1002/andp.20045160903,0.8648,journal-article,FALSE
10.48550/arxiv.0904.1073,10.1109/tcomm.2010.02.080013,1,journal-article,TRUE
10.48550/arxiv.1604.05120,10.18255/1818-1015-2016-3-357-363,0.9444,journal-article,TRUE
10.48550/arxiv.2310.11057,10.1007/s00029-024-00957-z,1,journal-article,FALSE
10.48550/arxiv.quant-ph/0408148,10.1016/j.biosystems.2004.12.001,1,journal-article,TRUE
10.48550/arxiv.1904.02547,10.1007/978-3-031-24337-0_4,0.975,book-chapter,TRUE
10.48550/arxiv.1609.07736,10.1007/s11856-019-1947-6,0.9797,journal-article,TRUE
10.48550/arxiv.2107.05088,10.1109/asew52652.2021.00031,1,proceedings-article,TRUE
10.48550/arxiv.2410.08027,10.18653/v1/2024.emnlp-main.231,1,proceedings-article,FALSE
10.48550/arxiv.1501.02559,10.1080/02331888.2016.1266632,1,journal-article,FALSE
10.48550/arxiv.1505.02863,10.1017/s1446788718000423,0.9483,journal-article,FALSE
10.48550/arxiv.1805.11345,10.1007/s00229-018-1067-3,1,journal-article,TRUE
10.48550/arxiv.1003.2062,10.2528/pierm10051310,1,journal-article,TRUE
