input_doi,matched_doi
10.48550/arxiv.0804.2256,10.1063/1.2943545
10.48550/arxiv.1912.08847,10.1109/tgrs.2019.2957251
10.48550/arxiv.astro-ph/0701672,10.1142/9789812834300_0049
10.48550/arxiv.1309.7057,10.1093/mnras/stt2410
10.48550/arxiv.cond-mat/0510044,10.1088/1367-2630/10/5/059801
10.48550/arxiv.1106.5447,10.1103/physreva.84.032124
10.48550/arxiv.1907.00858,10.1016/j.jalgebra.2019.05.038
10.48550/arxiv.hep-lat/0611016,10.1088/1126-6708/2007/01/055
10.48550/arxiv.2302.10941,10.1093/mnrasl/slad074
10.48550/arxiv.1809.08375,10.1364/fio.2018.jtu3a.20
10.48550/arxiv.cond-mat/0209059,10.1016/s0038-1098(02)00498-2
10.48550/arxiv.2212.06852,10.1007/jhep03(2023)035
10.48550/arxiv.1110.2332,10.1103/physreve.85.021601
10.48550/arxiv.hep-ph/0106215,10.1103/physrevd.65.054040
10.48550/arxiv.physics/0610052,10.1007/s10773-008-9693-2
10.48550/arxiv.astro-ph/0603203,10.1111/j.1365-2966.2006.10249.x
10.48550/arxiv.1904.12407,10.1109/icassp.2019.8682510
10.48550/arxiv.1305.2896,10.2140/pjm.2015.277.77
10.48550/arxiv.1409.3390,10.1088/0004-637x/795/1/87
10.48550/arxiv.2207.13571,10.1088/1751-8121/ac91b4
10.48550/arxiv.quant-ph/0405141,10.1103/physreva.70.054301
10.48550/arxiv.1503.02735,10.1109/icc.2015.7249199
10.48550/arxiv.1207.0214,10.1016/j.aop.2013.10.001
10.48550/arxiv.1903.08447,10.1002/smll.201900147
10.48550/arxiv.1508.04437,10.1007/jhep12(2015)145
10.48550/arxiv.0901.2708,10.1103/physrevlett.101.260401
10.48550/arxiv.1205.3830,10.1142/s0129626414500042
10.48550/arxiv.2106.04421,10.1016/j.physa.2022.127745
10.48550/arxiv.1912.12046,10.1140/epjc/s10052-020-7701-8
10.48550/arxiv.1104.2522,10.1063/1.3574943
10.48550/arxiv.1311.1150,10.13189/ujam.2014.020206
10.48550/arxiv.cond-mat/0510750,10.1088/0305-4470/39/23/017
10.48550/arxiv.2012.15861,10.1007/jhep09(2021)017
10.48550/arxiv.1709.00281,10.1021/acs.nanolett.6b02978
10.48550/arxiv.0707.2419,10.1143/ptps.168.397
10.48550/arxiv.hep-ex/0009013,
10.48550/arxiv.0811.0294,10.1088/1742-6596/154/1/012053
10.48550/arxiv.1305.2697,10.1103/physrevc.88.044303
10.48550/arxiv.1302.0584,10.1080/00927872.2020.1797074
10.48550/arxiv.2106.02166,10.1016/j.aop.2022.168792
10.48550/arxiv.1412.6114,10.1017/s1743921316009686
10.48550/arxiv.astro-ph/0601183,10.1051/0004-6361:20053846
10.48550/arxiv.2206.14767,10.1145/3587216.3587222
10.48550/arxiv.0903.1415,10.1103/physreva.79.043830
10.48550/arxiv.1702.07911,10.1186/s13660-017-1392-1
10.48550/arxiv.0809.2128,10.1088/1742-6596/136/2/022008
10.48550/arxiv.1909.11358,10.1109/taes.2021.3067668
10.48550/arxiv.1803.01094,10.21105/joss.00749
10.48550/arxiv.2009.03707,10.1109/tvcg.2022.3174769
10.48550/arxiv.2405.01766,10.1080/00927872.2024.2438729
10.48550/arxiv.2212.06192,10.1093/mnras/stac3690
10.48550/arxiv.2012.05461,10.7566/jpsj.90.014704
10.48550/arxiv.1710.04001,10.1063/1.5018060
10.48550/arxiv.1811.07817,10.1088/1748-0221/14/02/p02016
10.48550/arxiv.quant-ph/0205137,10.1088/1367-2630/4/1/373
10.48550/arxiv.2204.08518,10.3847/2041-8213/acf84f
10.48550/arxiv.1408.1299,
10.48550/arxiv.1604.01829,10.1140/epjst/e2016-60089-7
10.48550/arxiv.1006.5726,10.1111/j.1365-2966.2010.17478.x
10.48550/arxiv.2008.05315,10.1103/physrevd.103.066015
10.48550/arxiv.2010.03953,10.31219/osf.io/uf3pb
10.48550/arxiv.0808.3862,10.1103/physreva.79.052304
10.48550/arxiv.hep-th/0306265,10.1103/physrevd.70.085018
10.48550/arxiv.2101.03084,
10.48550/arxiv.2104.04280,10.1051/0004-6361/202140578
10.48550/arxiv.1707.03415,10.1098/rsta.2017.0115
10.48550/arxiv.2007.13195,10.1007/s00205-020-01601-8
10.48550/arxiv.2111.13776,10.3389/feduc.2023.1018241
10.48550/arxiv.1301.1068,10.1038/nphoton.2013.32
10.48550/arxiv.1806.03117,10.1126/science.aau3539
10.48550/arxiv.1403.1976,10.1016/j.aop.2014.03.010
10.48550/arxiv.astro-ph/0412376,10.1086/427981
10.48550/arxiv.physics/0002020,10.2172/764352
10.48550/arxiv.gr-qc/9608007,10.1103/physrevlett.79.970
10.48550/arxiv.1905.03251,10.1093/mnras/stz1241
10.48550/arxiv.2202.01132,10.1103/physrevd.105.103502
10.48550/arxiv.0708.1526,10.1103/physrevb.76.092109
10.48550/arxiv.0904.3857,10.1103/physrevb.79.220510
10.48550/arxiv.cond-mat/0504045,10.1063/1.2181276
10.48550/arxiv.hep-th/9702196,10.1016/s0550-3213(97)80612-8
10.48550/arxiv.cond-mat/0411125,10.1103/physrevlett.93.250402
10.48550/arxiv.2106.04025,10.1109/icip42928.2021.9506531
10.48550/arxiv.2408.14814,10.1109/icdcs60910.2024.00022
10.48550/arxiv.hep-ph/0107295,10.1007/3-540-36539-7_42
10.48550/arxiv.physics/0502097,10.1103/physrevlett.94.115002
10.48550/arxiv.math-ph/0306054,10.1103/physrevlett.91.143908
10.48550/arxiv.2301.13434,10.1093/mnras/stad2221
10.48550/arxiv.cond-mat/0501586,10.1103/physrevb.71.245106
10.48550/arxiv.1002.4367,10.1103/physrevb.82.041102
10.48550/arxiv.1809.04178,10.3847/1538-4357/aae151
10.48550/arxiv.1102.4456,10.1007/s10773-011-0996-3
10.48550/arxiv.1302.6238,10.1007/jhep08(2013)086
10.48550/arxiv.1002.0830,10.1103/physrevd.81.123013
10.48550/arxiv.quant-ph/9806019,10.1142/s0217751x99001342
10.48550/arxiv.2112.06644,10.1140/epjc/s10052-022-10470-2
10.48550/arxiv.1806.07928,10.3386/w24944
10.48550/arxiv.nucl-th/0602056,10.1140/epja/i2005-10247-3
10.48550/arxiv.1707.04647,10.1016/j.jcp.2018.03.017
10.48550/arxiv.astro-ph/0211469,10.1086/346021
10.48550/arxiv.1711.04816,10.1007/jhep01(2018)154
10.48550/arxiv.1802.07453,10.1016/j.aim.2020.107319
10.48550/arxiv.2208.11725,
10.48550/arxiv.2008.03644,10.1073/pnas.2017646117
10.48550/arxiv.astro-ph/0406071,10.1086/430940
10.48550/arxiv.2404.18812,10.1145/3626772.3657769
10.48550/arxiv.1811.12092,10.1107/s2053273319004820
10.48550/arxiv.2103.02324,10.17798/bitlisfen.1407941
10.48550/arxiv.1410.5549,10.1103/physrevd.90.106001
10.48550/arxiv.1703.08066,10.1063/1.5091570
10.48550/arxiv.astro-ph/0505315,10.1086/431291
10.48550/arxiv.1912.09561,10.1007/s00222-020-01027-9
10.48550/arxiv.1609.07376,10.1088/1361-6668/aa63bc
10.48550/arxiv.2201.07456,
10.48550/arxiv.hep-ph/0605041,10.1016/j.physletb.2007.01.059
10.48550/arxiv.1109.2491,10.1017/s1743921312011544
10.48550/arxiv.hep-ex/0001031,10.1063/1.1361692
10.48550/arxiv.1307.3936,10.1017/s1743921313016025
10.48550/arxiv.hep-ph/0004020,10.1103/physrevd.62.073011
10.48550/arxiv.2103.14053,10.1140/epjp/s13360-023-04160-5
10.48550/arxiv.2208.05880,10.1109/tsp.2023.3240511
10.48550/arxiv.0805.1275,10.1088/1674-4527/9/4/004
10.48550/arxiv.2002.06573,10.3390/universe6050069
10.48550/arxiv.1903.08848,10.1007/s11433-019-9431-9
10.48550/arxiv.1202.4980,10.1103/physrevb.85.155441
10.48550/arxiv.1008.4634,10.1111/j.1745-3933.2010.00901.x
10.48550/arxiv.1911.08631,10.1038/s41467-019-13464-z
10.48550/arxiv.1211.1910,10.1063/1.4819295
10.48550/arxiv.hep-ph/9407318,10.1103/physrevd.51.3340
10.48550/arxiv.1706.05032,10.3847/1538-4357/aa7a10
10.48550/arxiv.1402.1161,10.1103/physreva.89.023804
10.48550/arxiv.hep-th/9911215,10.1016/s0550-3213(99)00805-6
10.48550/arxiv.quant-ph/0112104,10.1007/s006010200010
10.48550/arxiv.astro-ph/0001142,10.1086/309457
10.48550/arxiv.hep-ph/0408122,
10.48550/arxiv.cond-mat/9303033,10.1103/physrevlett.70.2629
10.48550/arxiv.1607.06568,10.1103/physreve.94.062304
10.48550/arxiv.1909.09423,10.1093/mnras/stz2674
10.48550/arxiv.2306.15733,10.1109/iwbf57495.2023.10156877
10.48550/arxiv.astro-ph/0006146,10.1086/317053
10.48550/arxiv.cond-mat/9907169,10.1103/physreva.62.013605
10.48550/arxiv.2307.02548,10.1103/physrevd.108.084051
10.48550/arxiv.hep-ph/9710430,10.1007/bfb0104900
10.48550/arxiv.1102.4134,10.1007/s00205-011-0467-2
10.48550/arxiv.astro-ph/0503074,10.1086/427324
10.48550/arxiv.1805.06547,10.1103/physrevlett.121.226601
10.48550/arxiv.2005.07216,10.3847/1538-4357/aba271
10.48550/arxiv.1802.02036,10.1103/physreve.97.022123
10.48550/arxiv.1802.07234,10.1007/s00229-020-01189-z
10.48550/arxiv.hep-ph/0103022,10.1103/physrevlett.87.011801
10.48550/arxiv.1910.02887,10.1007/s11005-019-01208-5
10.48550/arxiv.physics/9910010,10.1007/0-306-47086-1_61
10.48550/arxiv.1712.01912,10.1063/1.5026318
10.48550/arxiv.1908.07547,10.1093/mnras/stz2017
10.48550/arxiv.hep-th/0211070,10.1103/physrevd.67.065013
10.48550/arxiv.1207.5598,10.1088/1742-6596/402/1/012016
10.48550/arxiv.1711.09547,10.1017/s1743921317009954
10.48550/arxiv.1706.09251,10.1098/rsos.170541
10.48550/arxiv.2205.00122,10.1088/1361-6560/ac92ba
10.48550/arxiv.cond-mat/0607562,10.1021/nl061702a
10.48550/arxiv.math-ph/0603003,10.1088/1126-6708/2006/12/053
10.48550/arxiv.0808.1756,10.1112/jlms/jdp064
10.48550/arxiv.1504.03663,10.1134/s0202289315020097
10.48550/arxiv.0707.2683,10.1143/jpsj.77.013601
10.48550/arxiv.2212.09116,10.1103/physreve.107.065103
10.48550/arxiv.2205.01230,10.1145/3477495.3531722
10.48550/arxiv.1205.5894,10.1016/j.optcom.2010.09.077
10.48550/arxiv.2307.15872,10.1016/j.media.2023.102868
10.48550/arxiv.2408.06777,10.1103/physreva.111.013319
10.48550/arxiv.cond-mat/0303129,10.1140/epje/i2003-10009-7
10.48550/arxiv.hep-th/9207092,10.1007/bf02097230
10.48550/arxiv.cond-mat/0405279,10.1016/j.susc.2004.07.026
10.48550/arxiv.astro-ph/0609504,10.1103/physrevlett.97.151101
10.48550/arxiv.q-bio/0510030,10.1007/11732990_30
10.48550/arxiv.1702.03265,10.1103/physreva.95.053634
10.48550/arxiv.astro-ph/9502050,10.1093/mnras/275.4.1245
10.48550/arxiv.cond-mat/0311379,10.1016/j.physleta.2003.11.025
10.48550/arxiv.2002.10062,10.1007/s11005-021-01408-y
10.48550/arxiv.2210.14200,10.1103/physreva.107.023301
10.48550/arxiv.1702.04958,10.1109/icgse.2017.1
10.48550/arxiv.1711.05436,10.3367/ufne.2016.11.037961
10.48550/arxiv.2501.08346,10.1016/j.commatsci.2025.113664
10.48550/arxiv.1111.5164,10.1063/1.3700765
10.48550/arxiv.2308.09745,10.1103/physrevb.109.195162
10.48550/arxiv.1906.07990,10.1103/physrevlett.124.057404
10.48550/arxiv.1012.2628,10.1109/tit.2011.2137070
10.48550/arxiv.gr-qc/0011107,10.1103/physrevd.63.023006
10.48550/arxiv.2010.09702,10.5802/crmath.172
10.48550/arxiv.2112.12470,10.1016/j.optcom.2022.128197
10.48550/arxiv.1008.1732,10.1088/0004-637x/722/1/625
10.48550/arxiv.hep-ph/9805477,10.1103/physrevd.58.096006
10.48550/arxiv.0812.2067,10.1016/j.physletb.2009.01.022
10.48550/arxiv.2303.10474,10.1016/j.nuclphysa.2023.122726
10.48550/arxiv.1207.3375,
10.48550/arxiv.math-ph/0512083,10.1007/s00220-006-0148-4
10.48550/arxiv.2101.01427,10.1063/5.0050011
10.48550/arxiv.0907.3618,10.1103/physrevd.80.123526
10.48550/arxiv.quant-ph/0207153,10.1103/physreva.66.062102
10.48550/arxiv.1403.1015,10.1088/0031-8949/89/12/125205
10.48550/arxiv.2112.01837,10.1140/epjp/s13360-022-03228-y
10.48550/arxiv.1607.08367,10.1142/s0218202517500476
10.48550/arxiv.1810.08710,10.1016/j.jmps.2018.10.021
10.48550/arxiv.2107.06883,10.1002/adma.202103476
10.48550/arxiv.astro-ph/0410281,10.1088/1475-7516/2005/04/001
10.48550/arxiv.1812.02950,10.1103/physrevd.100.061301
10.48550/arxiv.1208.2188,10.1103/physrevb.86.195308
10.48550/arxiv.astro-ph/9602013,10.1086/117917
10.48550/arxiv.2102.06945,
10.48550/arxiv.1402.6373,10.7566/jpsj.84.034801
10.48550/arxiv.1412.7930,10.1103/physrevlett.114.215501
10.48550/arxiv.1503.03556,10.1038/ncomms8434
10.48550/arxiv.2009.03621,10.1007/s00526-021-01931-9
10.48550/arxiv.cond-mat/0205520,10.1016/j.physa.2003.11.003
10.48550/arxiv.1610.06443,10.1051/epjconf/201714009003
10.48550/arxiv.2211.14045,10.1109/icc45041.2023.10279005
10.48550/arxiv.1812.10412,10.1109/access.2018.2880744
10.48550/arxiv.hep-lat/9311072,10.1103/physreve.49.3855
10.48550/arxiv.hep-th/9306132,10.1103/physrevlett.71.3758
10.48550/arxiv.1301.6077,10.1007/s100510050823
10.48550/arxiv.0709.4220,10.1007/s00159-007-0005-2
10.48550/arxiv.1306.5430,10.1103/physreve.84.041704
10.48550/arxiv.0812.1221,10.1086/593024
10.48550/arxiv.gr-qc/0606088,10.1103/physrevd.75.023004
10.48550/arxiv.2104.03270,10.23919/ecc54610.2021.9655103
10.48550/arxiv.2208.08821,10.1039/d2sm01049f
10.48550/arxiv.cond-mat/0411651,10.1103/physrevb.71.054301
10.48550/arxiv.2412.07313,10.1145/3652583.3658007
10.48550/arxiv.1403.1717,10.1007/1345_2015_179
10.48550/arxiv.1909.08634,10.1103/physrevresearch.2.013124
10.48550/arxiv.0809.5231,10.1142/9789812837592_0027
10.48550/arxiv.1601.00734,10.1016/j.aop.2016.04.006
10.48550/arxiv.2108.05250,10.1088/1361-6544/ac7498
10.48550/arxiv.1312.3726,10.1140/epjc/s10052-014-2834-2
10.48550/arxiv.nucl-th/0209043,10.1103/physrevc.67.068202
10.48550/arxiv.1003.4675,10.1214/10-aop627
10.48550/arxiv.2109.10283,10.1088/1361-648x/ac5b47
10.48550/arxiv.astro-ph/0302393,10.1086/345736
10.48550/arxiv.math-ph/0611052,10.1137/070699184
10.48550/arxiv.hep-ph/9405298,10.1016/0370-2693(94)90703-x
10.48550/arxiv.2102.00517,10.1371/journal.pone.0248780
10.48550/arxiv.1909.00212,10.1364/josab.37.000203
10.48550/arxiv.1910.10213,10.1016/j.spl.2020.108856
10.48550/arxiv.1709.08451,10.1103/physrevlett.119.124501
10.48550/arxiv.1605.06518,10.1364/josab.34.001536
10.48550/arxiv.2005.02351,10.1016/j.physa.2020.124464
10.48550/arxiv.1912.12160,10.1007/s00205-020-01582-8
10.48550/arxiv.1201.0755,10.1088/0004-637x/759/2/135
10.48550/arxiv.1511.00713,10.1007/jhep01(2016)113
10.48550/arxiv.1603.03094,10.1093/mnras/stw592
10.48550/arxiv.2106.14439,10.1109/tmm.2021.3087007
10.48550/arxiv.1510.06545,10.1016/j.jalgebra.2016.04.035
10.48550/arxiv.astro-ph/0610533,10.1017/s1743921307001536
10.48550/arxiv.0712.3518,10.1103/physrevd.77.124009
10.48550/arxiv.1309.4897,10.1103/physreva.89.022511
10.48550/arxiv.1411.7586,
10.48550/arxiv.2212.13957,10.1007/jhep03(2023)084
10.48550/arxiv.2312.09696,10.1093/mnras/stad3488
10.48550/arxiv.2201.05743,10.1109/bigdata52589.2021.9671505
10.48550/arxiv.1812.06724,10.1093/mnras/stz439
10.48550/arxiv.1807.03892,10.1007/s00348-018-2655-4
10.48550/arxiv.1911.09847,10.1109/lsp.2020.3000968
10.48550/arxiv.hep-lat/0503007,10.22323/1.020.0051
10.48550/arxiv.hep-ph/9602426,10.1016/0550-3213(96)00252-0
10.48550/arxiv.1905.02986,10.1063/1.5115539
10.48550/arxiv.1310.8379,10.1063/1.4886125
10.48550/arxiv.2403.16514,10.1145/3637366
10.48550/arxiv.1801.05266,10.1142/s2424942417500025
10.48550/arxiv.cond-mat/0002371,10.1103/physrevb.62.5324
10.48550/arxiv.0802.0842,10.1016/j.physa.2008.09.019
10.48550/arxiv.2402.08558,10.21606/drs.2022.807
10.48550/arxiv.1402.3983,10.1051/0004-6361/201322760
10.48550/arxiv.0810.4621,10.1088/0004-6256/137/1/383
10.48550/arxiv.1306.2855,10.1088/0004-637x/772/1/32
10.48550/arxiv.0903.2295,10.1142/9789814295840_0003
10.48550/arxiv.1010.2010,10.1103/physrevd.85.095008
10.48550/arxiv.2008.09835,
10.48550/arxiv.astro-ph/0607628,10.1111/j.1365-2966.2006.11311.x
10.48550/arxiv.0804.0859,10.1103/physreve.78.011911
10.48550/arxiv.hep-ph/9907509,10.1016/s0550-3213(99)00784-1
10.48550/arxiv.2007.02584,10.1103/physrevlett.126.244502
10.48550/arxiv.1811.04813,10.1103/physreva.99.022305
10.48550/arxiv.quant-ph/9506014,10.1016/0034-4877(96)83622-6
10.48550/arxiv.1301.5856,10.1007/jhep04(2013)163
10.48550/arxiv.2009.04193,10.1088/1674-4527/21/3/065
10.48550/arxiv.gr-qc/0301099,10.1103/physreve.69.016214
10.48550/arxiv.cond-mat/0601478,10.1209/0295-5075/77/27007
10.48550/arxiv.cond-mat/0312308,10.1063/1.1703841
10.48550/arxiv.1405.0111,10.1007/s13348-015-0154-y
10.48550/arxiv.1706.07813,10.1007/jhep02(2018)081
10.48550/arxiv.1904.06112,10.1021/acsearthspacechem.9b00029
10.48550/arxiv.2307.13354,10.1063/1.5030657
10.48550/arxiv.2501.17528,10.1103/physrevmaterials.9.l011001
10.48550/arxiv.1312.3141,10.14569/ijacsa.2013.041116
10.48550/arxiv.0809.1100,10.1088/1475-7516/2009/10/006
10.48550/arxiv.hep-th/9509141,10.1016/0370-2693(95)01272-9
10.48550/arxiv.2306.03193,10.1177/10812865231193735
10.48550/arxiv.1604.04982,10.3847/0004-637x/823/2/136
10.48550/arxiv.1303.3119,10.1007/jhep05(2013)123
10.48550/arxiv.1002.4448,10.1016/j.physletb.2010.06.002
10.48550/arxiv.1507.07399,10.1016/j.physletb.2015.09.052
10.48550/arxiv.2011.05483,10.1093/ptep/ptab067
10.48550/arxiv.0712.0046,10.1051/0004-6361:20079177
10.48550/arxiv.0806.0484,
10.48550/arxiv.2407.11810,10.1007/s40314-025-03141-x
10.48550/arxiv.hep-th/9609155,10.1016/s0370-2693(96)01669-3
10.48550/arxiv.0712.0553,10.1016/j.icarus.2007.11.035
10.48550/arxiv.1907.12308,10.1002/cpa.21926
10.48550/arxiv.1004.1094,10.1103/physrevc.81.064602
10.48550/arxiv.1202.2418,10.1103/physreva.85.053824
10.48550/arxiv.astro-ph/9910548,10.1086/308572
10.48550/arxiv.1408.2589,10.1103/physrevd.90.065019
10.48550/arxiv.1904.10480,10.1103/physrevlett.122.133601
10.48550/arxiv.1507.03118,10.1103/physrevb.92.075129
10.48550/arxiv.cond-mat/0510380,10.1103/physrevb.74.054510
10.48550/arxiv.hep-ex/0502042,10.1016/j.nima.2006.09.090
10.48550/arxiv.1508.04423,10.1088/0004-637x/811/2/81
10.48550/arxiv.1908.09305,10.1103/physrevapplied.12.044062
10.48550/arxiv.2312.09878,10.1093/gji/ggy297
10.48550/arxiv.2202.03765,10.1088/1751-8121/ac9438
10.48550/arxiv.1710.11621,10.1007/s10955-018-1994-0
10.48550/arxiv.hep-th/0607172,10.1016/j.physletb.2006.09.009
10.48550/arxiv.1912.01874,10.1103/physreve.101.062422
10.48550/arxiv.2310.11931,10.1145/3583780.3615187
10.48550/arxiv.cond-mat/0205161,10.1103/physreve.67.036606
10.48550/arxiv.2004.12607,10.1103/physrevlett.125.017401
10.48550/arxiv.0910.4859,10.1088/0004-637x/707/1/844
10.48550/arxiv.1506.05345,10.1007/978-3-319-39339-1_3
10.48550/arxiv.1704.05679,10.1140/epjst/e2017-70052-8
10.48550/arxiv.math-ph/0304022,10.1007/s00220-003-0979-1
10.48550/arxiv.2105.14626,10.1070/sm9623
10.48550/arxiv.1104.3496,10.1103/physrevd.83.115024
10.48550/arxiv.cond-mat/0703444,10.1103/physrevb.76.184421
10.48550/arxiv.2006.07209,10.1101/2020.07.05.20146837
10.48550/arxiv.2109.04678,10.1051/0004-6361/202141460
10.48550/arxiv.1701.02754,10.1088/1475-7516/2017/05/043
10.48550/arxiv.2006.15371,10.1021/acs.jctc.0c00666
10.48550/arxiv.2011.09014,10.1016/j.physletb.2021.136151
10.48550/arxiv.2312.11002,10.1016/j.ssc.2023.115414
10.48550/arxiv.1908.04711,10.1039/c9nr07927k
10.48550/arxiv.0711.4221,10.1063/1.2931700
10.48550/arxiv.0801.0021,10.1103/physrevb.77.155116
10.48550/arxiv.1409.5534,10.1103/physrevlett.113.156801
10.48550/arxiv.1604.03574,10.1007/jhep07(2016)131
10.48550/arxiv.hep-ph/9603206,10.1016/0550-3213(96)00237-4
10.48550/arxiv.cond-mat/9601011,10.1209/epl/i1996-00468-4
10.48550/arxiv.1803.00209,10.1103/physrevd.97.123510
10.48550/arxiv.hep-th/9210157,10.1007/bf01553014
10.48550/arxiv.1003.4664,10.1063/1.3575027
10.48550/arxiv.1704.03492,10.1007/jhep11(2017)074
10.48550/arxiv.astro-ph/0009061,10.1016/s0370-1573(00)00110-1
10.48550/arxiv.1710.07219,10.1051/epjconf/201817514016
10.48550/arxiv.1305.0660,
10.48550/arxiv.0803.2239,10.1111/j.1365-2966.2008.13521.x
10.48550/arxiv.1408.2594,10.1016/j.aop.2014.09.025
10.48550/arxiv.0709.2609,10.1021/jp073413w
10.48550/arxiv.1406.3333,10.1103/physrevc.90.034907
10.48550/arxiv.cond-mat/9806365,10.1103/physrevlett.81.4240
10.48550/arxiv.hep-th/9902038,10.1016/s0550-3213(99)00267-9
10.48550/arxiv.1907.00514,10.21468/scipostphys.8.1.009
10.48550/arxiv.2210.11984,10.1007/s12559-024-10339-4
10.48550/arxiv.1410.6705,10.1017/s0004972715000040
10.48550/arxiv.gr-qc/0608029,10.1063/1.2720445
10.48550/arxiv.1603.08763,10.1007/s00021-016-0288-z
10.48550/arxiv.2211.11169,10.1007/s00285-024-02081-0
10.48550/arxiv.2204.08911,10.1103/physrevb.105.195302
10.48550/arxiv.1312.1360,10.1093/mnras/stt2356
10.48550/arxiv.cond-mat/0401380,10.1103/physreve.69.051501
10.48550/arxiv.2007.01209,10.1073/pnas.2022377118
10.48550/arxiv.1707.05660,10.14704/nq.2012.10.2.507
10.48550/arxiv.1601.04025,10.1017/etds.2017.39
10.48550/arxiv.0704.3891,10.1088/1126-6708/2007/08/051
10.48550/arxiv.1207.3364,
10.48550/arxiv.1304.7438,10.1103/physrevd.88.014043
10.48550/arxiv.gr-qc/0412050,10.1142/s0217732305018104
10.48550/arxiv.1701.04751,10.1051/0004-6361/201629154
10.48550/arxiv.nucl-ex/0406005,
10.48550/arxiv.0804.4295,10.1103/physrevd.78.066018
10.48550/arxiv.1408.3307,10.1088/0954-3899/43/2/025003
10.48550/arxiv.1109.0330,10.1088/0264-9381/28/23/235008
10.48550/arxiv.0905.3206,10.1103/physrevc.80.024301
10.48550/arxiv.hep-ph/0211236,10.1140/epjc/s2002-01123-1
10.48550/arxiv.2301.09727,10.3847/1538-4357/acc179
10.48550/arxiv.2003.10021,10.3390/instruments4010002
10.48550/arxiv.astro-ph/9308046,10.1093/mnras/271.3.706
10.48550/arxiv.1203.6525,10.1088/0264-9381/30/8/082001
10.48550/arxiv.2001.03406,10.1103/physrevresearch.2.033324
10.48550/arxiv.quant-ph/0104131,10.1103/physrevlett.86.5845
10.48550/arxiv.hep-th/0403089,10.1016/j.physletb.2004.07.023
10.48550/arxiv.cond-mat/0410323,10.1103/physrevlett.94.130403
10.48550/arxiv.hep-ph/0209108,10.1140/epjc/s2002-01095-0
10.48550/arxiv.quant-ph/0612148,10.1103/physreve.75.066613
10.48550/arxiv.physics/0510055,10.1140/epjb/e2006-00142-9
10.48550/arxiv.1611.01019,10.1007/s10714-016-2148-9
10.48550/arxiv.2009.13846,10.1103/physrevd.102.114507
10.48550/arxiv.astro-ph/0703308,10.1086/518025
10.48550/arxiv.2101.04439,10.1021/acsnano.0c07198
10.48550/arxiv.2208.02477,10.3847/1538-4357/ac8662
10.48550/arxiv.1712.02932,10.1016/j.jcp.2016.01.006
10.48550/arxiv.hep-th/0502057,10.1103/physrevd.71.083516
10.48550/arxiv.0712.3728,10.1088/1367-2630/10/3/033025
10.48550/arxiv.2305.18169,10.18653/v1/2023.acl-short.59
10.48550/arxiv.1511.03533,10.1007/s10100-016-0437-8
10.48550/arxiv.1101.5557,10.1103/physrevc.83.054001
10.48550/arxiv.1008.3397,10.1088/0004-637x/728/1/55
10.48550/arxiv.astro-ph/0411419,10.1007/978-1-4020-3407-7_80
10.48550/arxiv.cond-mat/0601351,10.1016/j.cpc.2005.03.101
10.48550/arxiv.2205.03456,10.1007/s00209-022-03110-8
10.48550/arxiv.1910.03926,10.1088/1742-5468/ab6845
10.48550/arxiv.1110.6732,10.1103/physrevb.84.235440
10.48550/arxiv.1210.2404,10.1007/jhep12(2012)120
10.48550/arxiv.1102.2951,10.1111/j.1365-2966.2011.18265.x
10.48550/arxiv.2101.11768,10.1209/0295-5075/133/60002
10.48550/arxiv.1803.01382,10.1088/1361-648x/ab1831
10.48550/arxiv.1406.0114,10.1063/1.4890660
10.48550/arxiv.nucl-th/9807079,10.1103/physrevc.60.064306
10.48550/arxiv.1710.06687,10.1051/swsc/2017022
10.48550/arxiv.2107.02808,10.3390/e23070872
10.48550/arxiv.1808.10179,10.1093/mnrasl/sly160
10.48550/arxiv.1002.0288,10.1111/j.1365-2966.2010.16447.x
10.48550/arxiv.astro-ph/0311633,10.1086/381927
10.48550/arxiv.2212.01003,10.1093/mnras/stac3572
10.48550/arxiv.1907.05960,10.1214/19-ecp283
10.48550/arxiv.1604.01210,10.1186/s12859-016-1203-6
10.48550/arxiv.2002.10839,10.1140/epjc/s10052-020-8325-8
10.48550/arxiv.1106.4402,10.1088/1367-2630/13/6/063036
10.48550/arxiv.0911.1722,10.1103/physreva.81.063607
10.48550/arxiv.2301.08710,10.3847/1538-4357/acb337
10.48550/arxiv.1909.11961,10.1039/c9sm01730e
10.48550/arxiv.1902.09515,10.1103/physrevb.104.045308
10.48550/arxiv.2104.04654,10.1109/igarss47720.2021.9553596
10.48550/arxiv.2009.10641,10.1007/s13171-021-00245-4
10.48550/arxiv.1804.03377,10.1093/mnras/sty897
10.48550/arxiv.2004.05818,10.3847/1538-4357/ab88a1
10.48550/arxiv.1902.02861,
10.48550/arxiv.2004.00030,10.1007/jhep07(2020)162
10.48550/arxiv.2205.07602,
10.48550/arxiv.cond-mat/0606046,10.1103/physrevlett.97.110404
10.48550/arxiv.2006.10041,10.1051/0004-6361/202038685
10.48550/arxiv.1607.03536,10.1140/epjc/s10052-016-4406-0
10.48550/arxiv.cond-mat/0209162,10.1209/epl/i2003-00142-5
10.48550/arxiv.1905.03386,10.1142/s021919972150070x
10.48550/arxiv.0904.0085,10.1140/epjc/s10052-009-1185-x
10.48550/arxiv.1611.05133,10.3847/1538-4357/834/1/33
