input_doi,matched_doi,confidence
10.48550/arxiv.1912.04625,10.1007/978-3-030-32353-0_3,1.0000
10.48550/arxiv.hep-ph/9511339,10.1143/ptps.123.61,0.9948
10.48550/arxiv.1107.2055,10.1103/physrevd.84.105007,0.8930
10.48550/arxiv.1403.7140,10.2140/apde.2014.7.1649,0.9621
10.48550/arxiv.gr-qc/9609024,10.1103/physrevd.54.4944,1.0000
10.48550/arxiv.1408.1257,10.1080/07362994.2015.1036167,1.0000
10.48550/arxiv.astro-ph/9811126,10.1086/307152,1.0000
10.48550/arxiv.0804.3743,10.1111/j.1365-2966.2008.13738.x,0.9805
10.48550/arxiv.2105.13558,10.1038/s41467-021-26375-9,1.0000
10.48550/arxiv.1403.0797,10.1063/1.4871731,1.0000
10.48550/arxiv.1605.04526,10.1103/physrevd.94.036007,0.9948
10.48550/arxiv.0904.1960,10.1002/andp.20095210405,1.0000
10.48550/arxiv.0709.3289,10.1103/physreve.76.065701,0.9929
10.48550/arxiv.2211.13453,10.1103/physrevd.107.043526,1.0000
10.48550/arxiv.1712.02717,10.1103/physrevb.97.100401,1.0000
10.48550/arxiv.1309.3330,10.1109/jstsp.2014.2316116,1.0000
10.48550/arxiv.2407.08412,10.1140/epjp/s13360-024-05416-4,1.0000
10.48550/arxiv.cond-mat/9710033,10.1016/s0375-9601(98)00717-8,1.0000
10.48550/arxiv.1908.02052,10.1109/tvcg.2016.2598885,0.8824
10.48550/arxiv.0906.0817,10.1126/science.1174338,0.9035
10.48550/arxiv.1008.3234,10.1063/1.3467003,1.0000
10.48550/arxiv.cond-mat/0007405,10.1103/physrevb.62.10852,1.0000
10.48550/arxiv.1109.0876,10.1103/physrevlett.107.197402,0.8345
10.48550/arxiv.1810.10359,10.1103/physrevc.99.011903,1.0000
10.48550/arxiv.1611.05854,10.1038/srep38608,1.0000
10.48550/arxiv.0911.0053,10.1051/0004-6361/200913577,0.9894
10.48550/arxiv.2002.00959,10.1093/mnras/staa1123,0.9739
10.48550/arxiv.1207.3526,10.1112/jlms/jdu048,0.9212
10.48550/arxiv.quant-ph/0111005,10.1103/physreve.65.021109,1.0000
10.48550/arxiv.0710.3791,10.1088/1126-6708/2007/12/026,0.9158
10.48550/arxiv.quant-ph/0105046,10.1103/physreva.65.044302,0.8063
10.48550/arxiv.1301.6425,10.4134/bkms.2015.52.3.987,0.9937
10.48550/arxiv.2304.01981,10.1140/epjc/s10052-023-11759-6,0.8013
10.48550/arxiv.math-ph/0510086,10.1088/0305-4470/38/47/009,1.0000
10.48550/arxiv.2409.04170,10.1142/s0218271823501122,1.0000
10.48550/arxiv.1912.02676,10.1007/jhep10(2020)070,0.9867
10.48550/arxiv.0910.1330,10.1134/s1063773710020015,1.0000
10.48550/arxiv.1304.1044,10.1214/ejp.v19-2732,1.0000
10.48550/arxiv.1709.06135,10.1126/sciadv.1701491,0.9733
10.48550/arxiv.2105.09990,10.1093/mnras/stac469,1.0000
10.48550/arxiv.hep-ph/0204359,10.1103/physrevlett.89.101801,1.0000
10.48550/arxiv.2206.13112,10.1145/3543864,1.0000
10.48550/arxiv.2502.09864,10.1145/3672608.3707711,1.0000
10.48550/arxiv.2310.03460,10.1093/mnras/stad2676,1.0000
10.48550/arxiv.cond-mat/9210010,10.1103/physrevb.47.16563,0.9424
10.48550/arxiv.astro-ph/0410515,10.1086/426934,1.0000
10.48550/arxiv.2103.08360,,
10.48550/arxiv.1108.5652,10.1364/oe.19.026011,1.0000
10.48550/arxiv.1208.1837,10.1103/physrevb.85.094416,0.9630
10.48550/arxiv.1806.10870,10.3934/era.2018.25.008,0.9908
10.48550/arxiv.cond-mat/0101277,10.1103/physrevb.64.054510,0.8792
10.48550/arxiv.0912.5286,10.1088/0264-9381/27/16/165008,0.9064
10.48550/arxiv.0812.1999,10.1103/physrevc.79.035204,0.8145
10.48550/arxiv.1007.4432,10.1016/j.sse.2010.10.009,0.9902
10.48550/arxiv.hep-ph/0104199,10.1016/s0370-2693(01)00704-3,1.0000
10.48550/arxiv.1608.04546,10.3842/sigma.2017.008,1.0000
10.48550/arxiv.1205.6215,10.1111/j.1365-2966.2012.21323.x,0.9475
10.48550/arxiv.1902.07144,10.1016/j.jmps.2019.07.005,1.0000
10.48550/arxiv.2109.13252,10.3847/1538-4357/ac5a50,1.0000
10.48550/arxiv.astro-ph/9903487,10.1086/307237,0.9432
10.48550/arxiv.2001.04796,10.1103/physrevresearch.2.022008,1.0000
10.48550/arxiv.2108.09477,10.1103/physrevd.104.076009,0.9314
10.48550/arxiv.0805.3375,10.1103/physrevb.77.245421,1.0000
10.48550/arxiv.0710.1407,10.1088/0953-2048/20/6/015,0.9662
10.48550/arxiv.2108.08211,10.1145/3474085.3475324,1.0000
10.48550/arxiv.1808.03316,10.3847/1538-4357/aa9b85,0.8698
10.48550/arxiv.2106.00927,10.1021/acs.jpclett.1c02214,0.8373
10.48550/arxiv.2008.10456,10.1063/5.0038814,1.0000
10.48550/arxiv.1503.00821,10.1364/fio.2015.fw3a.3,1.0000
10.48550/arxiv.cond-mat/9911270,10.1016/s0378-4371(00)00196-5,1.0000
10.48550/arxiv.hep-th/9710151,10.1016/s0370-2693(97)01551-7,1.0000
10.48550/arxiv.2302.05978,10.4310/23-sii802,1.0000
10.48550/arxiv.nucl-th/0510007,10.1088/0954-3899/32/9/004,0.9966
10.48550/arxiv.1009.5124,10.1103/physreva.83.023418,0.9851
10.48550/arxiv.2008.13503,10.1162/isal_a_00260,1.0000
10.48550/arxiv.1311.6586,10.1103/physreva.91.022104,0.9956
10.48550/arxiv.2112.02901,10.1103/physrevb.105.085125,1.0000
10.48550/arxiv.hep-th/0009191,10.1088/1126-6708/2000/11/021,1.0000
10.48550/arxiv.2003.03281,10.1109/lra.2020.3010216,1.0000
10.48550/arxiv.2102.10276,10.1103/physrevb.104.075415,1.0000
10.48550/arxiv.2203.13332,10.4171/emss/56,1.0000
10.48550/arxiv.1208.1293,,
10.48550/arxiv.2209.14632,10.1088/1748-0221/18/01/c01051,0.9977
10.48550/arxiv.1203.6054,10.1103/physreva.86.023608,1.0000
10.48550/arxiv.2101.04538,,
10.48550/arxiv.2206.01363,10.7566/jpsj.91.083704,0.9717
10.48550/arxiv.2308.05586,10.1112/blms.13071,1.0000
10.48550/arxiv.1602.02323,10.1103/physrevb.93.085301,1.0000
10.48550/arxiv.1508.04964,10.1103/physreve.92.062502,1.0000
10.48550/arxiv.gr-qc/0005127,10.1088/0264-9381/17/22/312,1.0000
10.48550/arxiv.1402.1093,10.1103/physreve.90.012121,1.0000
10.48550/arxiv.2402.00516,10.1016/j.physa.2024.129840,1.0000
10.48550/arxiv.cond-mat/0210405,10.1063/1.1534936,1.0000
10.48550/arxiv.1406.7683,10.1016/j.jmaa.2016.05.048,0.8555
10.48550/arxiv.1409.5268,10.1088/0004-637x/795/1/86,1.0000
10.48550/arxiv.hep-th/9507063,10.1016/0370-2693(96)00227-4,1.0000
10.48550/arxiv.1709.00002,10.1016/j.nima.2017.09.027,1.0000
10.48550/arxiv.1907.10423,10.3847/1538-4365/ab16ee,0.9881
10.48550/arxiv.2009.03341,10.1093/mnras/staa3862,1.0000
10.48550/arxiv.2105.05511,10.1063/5.0061713,1.0000
10.48550/arxiv.cond-mat/0508675,10.1103/physreve.73.011606,0.9973
10.48550/arxiv.2108.04463,10.1016/j.jcp.2022.111255,1.0000
10.48550/arxiv.2003.08727,10.24963/ijcai.2020/12,1.0000
10.48550/arxiv.nucl-th/0110080,10.1016/s0370-2693(01)01328-4,1.0000
10.48550/arxiv.1401.7493,10.1039/c2sm26680f,0.8824
10.48550/arxiv.1402.0587,10.1613/jair.3945,0.8824
10.48550/arxiv.1504.02342,10.1017/s147474801500016x,0.9786
10.48550/arxiv.2108.07131,10.1038/s41567-022-01702-z,0.9284
10.48550/arxiv.1603.05524,10.1103/physrevd.94.014021,0.9947
10.48550/arxiv.astro-ph/0111038,10.1086/338495,0.9787
10.48550/arxiv.2201.06439,10.1103/physrevd.105.063526,0.9020
10.48550/arxiv.0909.0425,10.1209/0295-5075/89/10005,1.0000
10.48550/arxiv.1702.06245,10.1088/1674-1137/41/10/103102,1.0000
10.48550/arxiv.1704.05871,10.1103/physrevd.96.103520,1.0000
10.48550/arxiv.1508.07364,10.1016/j.nuclphysb.2015.09.020,1.0000
10.48550/arxiv.1203.5992,10.1088/2041-8205/752/1/l7,0.8770
10.48550/arxiv.hep-ph/9608212,10.1016/0370-2693(96)01133-1,0.9419
10.48550/arxiv.1208.0683,10.1134/s1063772912100034,0.9875
10.48550/arxiv.1611.00621,10.1017/etds.2016.125,1.0000
10.48550/arxiv.cond-mat/0304030,10.1103/physrevb.68.041305,1.0000
10.48550/arxiv.2109.02789,10.1145/3459637.3482452,1.0000
10.48550/arxiv.astro-ph/0304265,10.1051/0004-6361:20030552,1.0000
10.48550/arxiv.1103.5130,10.1143/ptp.126.387,1.0000
10.48550/arxiv.1207.2497,10.1088/0004-637x/768/1/26,1.0000
10.48550/arxiv.1905.08824,,
10.48550/arxiv.2104.10254,10.1007/jhep05(2021)282,1.0000
10.48550/arxiv.2201.07269,10.1007/s11005-022-01540-3,1.0000
10.48550/arxiv.2406.09230,10.1088/1361-6382/ad8f8a,1.0000
10.48550/arxiv.1308.3230,10.1103/physrevb.88.075435,1.0000
10.48550/arxiv.1502.01689,,
10.48550/arxiv.gr-qc/0112080,10.1002/1521-3978(200205)50:5/7<711::aid-prop711>3.0.co,1.0000
10.48550/arxiv.2110.11021,10.1109/tac.2023.3235244,1.0000
10.48550/arxiv.1008.1601,10.1051/0004-6361/201015361,0.9659
10.48550/arxiv.1211.3537,10.1093/mnras/sts405,1.0000
10.48550/arxiv.1903.02008,10.1093/mnras/stz1630,1.0000
10.48550/arxiv.1812.09805,10.1103/physrevapplied.12.021001,1.0000
10.48550/arxiv.2310.11829,10.1109/tpami.2025.3548729,1.0000
10.48550/arxiv.0901.3272,10.1103/physrevd.79.043526,1.0000
10.48550/arxiv.1910.08395,10.1016/j.physletb.2018.08.032,0.8824
10.48550/arxiv.1908.09715,10.1109/wacv45572.2020.9093593,1.0000
10.48550/arxiv.2112.07096,10.1016/j.cma.2022.115730,1.0000
10.48550/arxiv.2104.13011,10.1103/physrevb.103.195302,1.0000
10.48550/arxiv.1404.4773,10.1142/s021827181550073x,1.0000
10.48550/arxiv.1608.08415,10.1103/physrevb.94.165149,1.0000
10.48550/arxiv.2312.03074,10.1051/0004-6361/202453513e,0.9623
10.48550/arxiv.1511.02735,10.1093/mnrasl/slv177,0.9412
10.48550/arxiv.1505.03304,10.1103/physrevd.91.094010,1.0000
10.48550/arxiv.1211.1232,10.1017/s1743921312019126,1.0000
10.48550/arxiv.hep-th/0112042,10.1002/1521-3978(200209)50:8/9<851::aid-prop851>3.0.co,0.9832
10.48550/arxiv.1603.04875,10.1007/978-3-319-25619-1_83,0.8575
10.48550/arxiv.1010.1514,10.1103/physreve.83.026102,0.9182
10.48550/arxiv.hep-ph/0106040,10.1016/s0370-2693(01)00812-7,0.9972
10.48550/arxiv.cond-mat/0304025,,
10.48550/arxiv.hep-th/0408211,10.1088/0305-4470/38/3/012,1.0000
10.48550/arxiv.1005.3431,10.2174/1874381101004010072,0.9020
10.48550/arxiv.1110.4375,10.1137/110842855,0.9972
10.48550/arxiv.1601.06784,10.3847/0004-637x/826/1/57,0.9344
10.48550/arxiv.1101.5838,10.1214/11-aap806,1.0000
10.48550/arxiv.1811.07551,10.22323/1.395.0168,0.9882
10.48550/arxiv.math/0604232,10.1007/s00222-007-0077-7,1.0000
10.48550/arxiv.astro-ph/0011070,10.1063/1.1363540,0.9020
10.48550/arxiv.1508.02870,10.1142/s0217751x15501699,0.9854
10.48550/arxiv.2302.06639,10.1103/physrevlett.131.040602,0.9978
10.48550/arxiv.2501.10940,10.1109/tnsm.2022.3217689,0.8824
10.48550/arxiv.1010.4468,10.1051/0004-6361/201015299,0.9173
10.48550/arxiv.1609.06967,10.1103/physrevc.94.044301,1.0000
10.48550/arxiv.1903.10808,10.1051/0004-6361/201834539,0.9873
10.48550/arxiv.0907.1852,10.22323/1.069.0044,0.8529
10.48550/arxiv.1308.4023,10.1088/0004-637x/777/1/47,1.0000
10.48550/arxiv.cond-mat/0412271,10.1134/1.1996757,1.0000
10.48550/arxiv.2104.07480,10.1088/1361-6382/ac1b0a,1.0000
10.48550/arxiv.cond-mat/0108059,10.1103/physrevb.65.205411,1.0000
10.48550/arxiv.2407.15203,10.1109/sisy62279.2024.10737586,1.0000
10.48550/arxiv.0805.3004,10.1142/9789814280945_0049,0.9306
10.48550/arxiv.hep-ex/0302023,10.1016/s0920-5632(03)01922-4,1.0000
10.48550/arxiv.1305.0191,10.1007/978-3-642-14306-9_9,0.8824
10.48550/arxiv.astro-ph/0209223,10.1142/9789812704900_0010,0.8824
10.48550/arxiv.1205.2035,10.1103/physrevb.85.174501,0.8541
10.48550/arxiv.1710.04794,10.1093/pasj/psx023,1.0000
10.48550/arxiv.2303.07538,10.1109/icassp49357.2023.10094788,1.0000
10.48550/arxiv.1011.2220,10.22323/1.119.0051,1.0000
10.48550/arxiv.1103.3321,10.4204/eptcs.53.3,1.0000
10.48550/arxiv.cond-mat/0701263,,
10.48550/arxiv.astro-ph/0611641,10.1111/j.1365-2966.2006.11312.x,1.0000
10.48550/arxiv.1903.03009,10.1103/physrevb.100.094437,0.8655
10.48550/arxiv.1109.0290,10.1007/jhep11(2011)052,1.0000
10.48550/arxiv.1605.04748,10.1103/physrevb.94.165304,0.9819
10.48550/arxiv.2107.04755,10.1109/tkde.2022.3186016,1.0000
10.48550/arxiv.1509.03205,10.1109/taslp.2016.2598319,1.0000
10.48550/arxiv.2206.09822,10.1093/mnras/stac3583,0.9704
10.48550/arxiv.0905.1138,10.1103/physrevb.82.235317,1.0000
10.48550/arxiv.1412.5035,10.1063/1.4901297,1.0000
10.48550/arxiv.1407.5438,10.1016/j.physletb.2015.03.057,1.0000
10.48550/arxiv.0807.4317,10.1088/0264-9381/26/4/045004,0.9882
10.48550/arxiv.2408.05570,10.1016/j.jmmm.2024.172405,1.0000
10.48550/arxiv.astro-ph/0101373,10.1051/0004-6361:20010108,0.9192
10.48550/arxiv.2301.10306,10.1063/5.0157654,1.0000
10.48550/arxiv.1510.07314,10.1063/1.4939658,0.9854
10.48550/arxiv.0709.4626,10.1016/j.physd.2008.01.003,0.9865
10.48550/arxiv.1409.4323,10.1088/0741-3335/57/2/025017,1.0000
10.48550/arxiv.2110.13114,10.1103/physrevb.105.214203,0.9974
10.48550/arxiv.2206.04139,10.1103/physrevd.106.104038,1.0000
10.48550/arxiv.1008.4767,10.1111/j.1745-3933.2010.00977.x,0.9499
10.48550/arxiv.cond-mat/9605111,10.1103/physrevb.54.3336,1.0000
10.48550/arxiv.2104.11759,10.1051/0004-6361/202039519,0.9799
10.48550/arxiv.1011.0769,10.1088/1757-899x/15/1/012005,0.9583
10.48550/arxiv.2107.01392,10.22207/jpam.14.spl1.24,0.8824
10.48550/arxiv.1906.11982,10.1371/journal.pcbi.1008030,1.0000
10.48550/arxiv.2401.03195,10.1109/mvip62238.2024.10491154,1.0000
10.48550/arxiv.1911.03483,10.1093/mnras/staa1644,1.0000
10.48550/arxiv.nucl-th/9611054,10.1016/s0370-2693(97)01272-0,1.0000
10.48550/arxiv.2103.13714,10.1088/1361-6382/ac129e,1.0000
10.48550/arxiv.hep-lat/0209103,10.1016/s0920-5632(03)80485-1,1.0000
10.48550/arxiv.2109.02790,10.1103/physrevd.104.074509,0.9942
10.48550/arxiv.1804.00013,10.1093/mnras/sty984,1.0000
10.48550/arxiv.1503.08177,10.4208/cicp.280315.140815a,1.0000
10.48550/arxiv.0912.2628,10.1016/j.cplett.2009.12.090,1.0000
10.48550/arxiv.1004.1332,10.1103/physrevb.81.165447,1.0000
10.48550/arxiv.1510.01983,10.1002/2015gl064758,1.0000
10.48550/arxiv.cond-mat/9408087,10.1142/s0217979295000185,0.8824
10.48550/arxiv.1509.00385,10.1080/09500340.2015.1080868,1.0000
10.48550/arxiv.1507.02694,10.3847/0004-637x/821/1/57,0.9831
10.48550/arxiv.1102.1033,10.1111/j.1365-2966.2011.19499.x,0.9585
10.48550/arxiv.1311.1734,10.1371/journal.pone.0103877,1.0000
10.48550/arxiv.1212.4946,10.1103/physrevlett.110.037003,0.8953
10.48550/arxiv.1408.6512,10.1063/1.4928693,1.0000
10.48550/arxiv.1012.2054,10.1007/jhep03(2011)001,1.0000
10.48550/arxiv.1108.6207,10.1103/physrevd.84.124024,1.0000
10.48550/arxiv.hep-ph/0211334,10.1140/epjc/s2003-01135-3,1.0000
10.48550/arxiv.2206.10394,10.3390/math10152613,1.0000
10.48550/arxiv.2004.02912,10.1016/j.physletb.2020.135707,0.9919
10.48550/arxiv.astro-ph/9404033,10.1086/174971,0.9830
10.48550/arxiv.0712.2518,10.1103/physrevb.77.184410,0.9626
10.48550/arxiv.2502.20970,10.1039/d3cp00714f,0.8570
10.48550/arxiv.1803.10327,10.4204/eptcs.268.6,1.0000
10.48550/arxiv.1211.5181,10.1103/physreva.86.063402,0.8635
10.48550/arxiv.1711.01423,10.1016/j.conb.2017.07.008,1.0000
10.48550/arxiv.physics/0603061,10.1016/j.physa.2006.04.027,1.0000
10.48550/arxiv.0907.2399,10.1002/polb.22144,0.9638
10.48550/arxiv.cond-mat/9811131,10.1103/physrevb.59.r10457,1.0000
10.48550/arxiv.1403.7929,10.1088/0031-9155/60/8/3313,0.8983
10.48550/arxiv.hep-lat/9211054,10.1016/0920-5632(93)90264-7,0.9811
10.48550/arxiv.2005.11156,10.1016/j.cjph.2020.05.011,1.0000
10.48550/arxiv.2106.01355,10.1007/s12350-022-03067-5,0.8848
10.48550/arxiv.0711.4359,10.1111/j.1365-2966.2007.12782.x,0.9839
10.48550/arxiv.1505.07777,10.1109/tkde.2011.199,0.8824
10.48550/arxiv.2205.00477,10.24963/ijcai.2022/445,1.0000
10.48550/arxiv.1808.04672,10.1364/josab.35.003143,1.0000
10.48550/arxiv.1409.8415,10.1214/14-sts481,1.0000
10.48550/arxiv.1911.07382,10.1017/jfm.2020.1031,1.0000
10.48550/arxiv.2001.11742,10.1088/1751-8121/ab8ef3,1.0000
10.48550/arxiv.hep-ph/9907378,10.1103/physrevd.61.114004,0.8204
10.48550/arxiv.cond-mat/9806134,10.1103/physrevlett.81.3243,1.0000
10.48550/arxiv.math-ph/0210040,10.1016/s0375-9601(03)00867-3,0.9958
10.48550/arxiv.1606.09162,10.1016/j.nuclphysb.2016.08.032,1.0000
10.48550/arxiv.1409.4973,10.1103/physrevlett.112.137402,1.0000
10.48550/arxiv.1710.09386,10.3847/1538-4357/aa92cb,0.9868
10.48550/arxiv.astro-ph/9605152,10.1103/physrevd.55.r5871,1.0000
10.48550/arxiv.2308.10030,10.1016/j.physa.2020.125424,0.8513
10.48550/arxiv.2010.07566,10.7567/ssdm.2020.i-6-02,0.9529
10.48550/arxiv.2212.06923,10.1109/lra.2023.3268043,0.9786
10.48550/arxiv.1503.08930,10.1103/physrevd.91.104031,1.0000
10.48550/arxiv.1512.05363,10.3847/0004-637x/817/2/120,0.9893
10.48550/arxiv.1603.03295,10.3847/0004-637x/819/2/167,1.0000
10.48550/arxiv.cond-mat/0112418,10.1103/physreve.65.051115,1.0000
10.48550/arxiv.1604.01831,10.1007/s00332-016-9330-9,1.0000
10.48550/arxiv.1606.06556,10.1002/cnm.2859,0.9741
10.48550/arxiv.hep-ph/0407079,10.1016/j.nuclphysbps.2004.09.016,0.9378
10.48550/arxiv.1204.2570,10.1111/j.1745-3933.2012.01271.x,0.9677
10.48550/arxiv.1310.0840,10.1007/jhep08(2014)014,1.0000
10.48550/arxiv.1903.10583,10.1016/j.tcs.2019.03.012,1.0000
10.48550/arxiv.hep-th/0309021,10.1016/j.nuclphysb.2003.10.022,1.0000
10.48550/arxiv.1308.2713,10.1088/0004-6256/146/5/120,0.9545
10.48550/arxiv.2001.09718,10.2140/gt.2021.25.3013,0.8974
10.48550/arxiv.cond-mat/0607631,,
10.48550/arxiv.hep-th/0304097,10.1103/physrevlett.91.061301,0.9527
10.48550/arxiv.2005.11479,10.1038/s41586-020-2839-y,1.0000
10.48550/arxiv.1307.5640,10.1016/j.automatica.2014.10.035,1.0000
10.48550/arxiv.cond-mat/0301590,10.1023/b:astr.0000032528.99179.4f,0.9265
10.48550/arxiv.1609.03640,10.4204/eptcs.225.3,1.0000
10.48550/arxiv.2108.06493,10.1145/3474085.3475182,1.0000
10.48550/arxiv.0810.1511,10.1086/595586,1.0000
10.48550/arxiv.2405.05212,10.1007/jhep12(2024)141,1.0000
10.48550/arxiv.1811.07970,10.1021/acsmacrolett.8b00719,1.0000
10.48550/arxiv.1710.06858,10.3847/1538-4365/aa97df,1.0000
10.48550/arxiv.1910.09032,10.1039/c9cp05932f,0.9556
10.48550/arxiv.astro-ph/0403301,10.1007/3-540-26633-x_53,1.0000
10.48550/arxiv.1712.05317,10.1103/physrevd.97.056003,0.8253
10.48550/arxiv.2106.02447,10.1002/widm.1441,1.0000
10.48550/arxiv.1109.3999,10.1109/mcwc.2006.4375222,0.8824
10.48550/arxiv.1209.3615,10.1051/0004-6361/201219958,0.9965
10.48550/arxiv.2001.04429,10.1103/physrevd.101.065015,1.0000
10.48550/arxiv.2206.08766,10.1214/23-aop1648,1.0000
10.48550/arxiv.2111.11438,10.1051/0004-6361/202142715,1.0000
10.48550/arxiv.cond-mat/0602669,10.1209/epl/i2006-10405-1,1.0000
10.48550/arxiv.hep-ph/9710450,10.1016/s0370-2693(97)01448-2,0.9767
10.48550/arxiv.cond-mat/9702217,10.1209/epl/i1998-00123-2,0.8824
10.48550/arxiv.nucl-th/0404021,10.1103/physrevc.69.064608,1.0000
10.48550/arxiv.cond-mat/0610204,10.1063/1.2730207,0.9942
10.48550/arxiv.quant-ph/0403042,10.1109/tit.2006.881734,1.0000
10.48550/arxiv.2004.12948,10.1007/jhep02(2021)148,1.0000
10.48550/arxiv.0805.2993,10.1364/josab.25.000c82,1.0000
10.48550/arxiv.hep-th/0510041,10.1088/1126-6708/2006/01/103,0.9753
10.48550/arxiv.1902.02574,10.1051/0004-6361/201834840,0.9844
10.48550/arxiv.astro-ph/0703548,10.1086/518244,0.9637
10.48550/arxiv.2103.08728,10.1016/s0034-4877(22)00009-x,0.9946
10.48550/arxiv.1312.3878,10.1142/s0219025713500306,1.0000
10.48550/arxiv.1904.11301,10.1364/ao.58.005422,1.0000
10.48550/arxiv.1711.11204,10.1364/ol.43.003297,1.0000
10.48550/arxiv.1704.06463,10.1088/1742-6596/809/1/012023,1.0000
10.48550/arxiv.1210.4113,10.1016/j.nuclphysa.2013.02.032,1.0000
10.48550/arxiv.2010.10352,10.1109/bigdata50022.2020.9378084,1.0000
10.48550/arxiv.0907.3481,10.1007/s10955-009-9832-z,1.0000
10.48550/arxiv.2212.01301,10.1142/s0129054120420095,0.8824
10.48550/arxiv.1601.05146,10.1038/srep30098,1.0000
10.48550/arxiv.2108.02673,10.1088/1572-9494/ac27a2,1.0000
10.48550/arxiv.1710.06403,10.1209/0295-5075/123/10005,0.9820
10.48550/arxiv.1110.0823,10.1051/0004-6361/201117474,0.9745
10.48550/arxiv.1106.1739,10.1103/physics.4.42,1.0000
10.48550/arxiv.1703.00251,10.1103/physrevlett.119.193602,1.0000
10.48550/arxiv.quant-ph/0109084,10.1103/physrevlett.88.057902,1.0000
10.48550/arxiv.hep-ph/9711369,10.1007/s100520050130,1.0000
10.48550/arxiv.1301.4416,10.1088/0004-6256/145/4/94,0.9452
10.48550/arxiv.2307.13354,10.1063/1.5030657,0.8761
10.48550/arxiv.1512.08176,10.1140/epjc/s10052-016-4323-2,1.0000
10.48550/arxiv.cond-mat/0501495,10.1209/epl/i2005-10341-6,0.9574
10.48550/arxiv.1804.03022,10.1109/devlrn.2017.8329826,0.8824
10.48550/arxiv.2106.10067,10.1287/moor.2022.0101,0.9504
10.48550/arxiv.1007.2643,10.1103/physrevb.83.134502,0.9381
10.48550/arxiv.1701.00631,10.4204/eptcs.234.8,1.0000
10.48550/arxiv.2004.10735,10.1051/0004-6361/202038189,0.9929
10.48550/arxiv.1711.10252,10.1134/s0202289318030088,1.0000
10.48550/arxiv.1307.1619,10.1088/0960-1317/23/12/125024,1.0000
10.48550/arxiv.1512.07807,10.1109/icassp.2016.7472120,1.0000
10.48550/arxiv.1711.00478,10.1126/science.aaq0327,1.0000
10.48550/arxiv.2103.02562,10.1103/physrevb.103.195408,1.0000
10.48550/arxiv.hep-th/9710153,10.1007/s002200050501,1.0000
10.48550/arxiv.2009.11651,10.1142/s0219199722500286,1.0000
10.48550/arxiv.1409.4912,10.1016/j.jnt.2014.09.003,1.0000
10.48550/arxiv.cond-mat/0607781,10.1103/physreva.74.063606,1.0000
10.48550/arxiv.hep-ph/0010019,10.1142/s0217732300001754,0.8824
10.48550/arxiv.0907.1605,10.1103/physrevlett.103.235701,1.0000
10.48550/arxiv.2211.14819,10.1561/116.00000057,1.0000
10.48550/arxiv.1110.4460,10.1007/s10714-012-1369-9,1.0000
10.48550/arxiv.2310.08832,10.37236/12467,1.0000
10.48550/arxiv.1411.5256,10.1088/1475-7516/2015/02/028,1.0000
10.48550/arxiv.2008.01642,10.1103/physrevlett.125.260502,0.9891
10.48550/arxiv.2203.07155,10.1109/lra.2023.3245405,0.9525
10.48550/arxiv.1101.3122,10.1088/1751-8113/44/27/275204,1.0000
10.48550/arxiv.2112.09240,10.1021/acs.nanolett.1c04514,1.0000
10.48550/arxiv.1501.02433,10.1093/mnras/stv408,0.9740
10.48550/arxiv.1101.4258,10.1088/1674-4527/11/6/006,0.9223
10.48550/arxiv.2109.14855,10.1109/iros47612.2022.9981338,1.0000
10.48550/arxiv.1808.07833,10.1063/1.5053576,1.0000
10.48550/arxiv.1908.03353,10.1088/1361-6382/ab9933,1.0000
10.48550/arxiv.1911.00084,10.1093/mnras/staa532,1.0000
10.48550/arxiv.1210.7889,10.4028/www.scientific.net/amr.433-440.1653,1.0000
10.48550/arxiv.2008.08716,10.1109/tip.2021.3120038,1.0000
10.48550/arxiv.gr-qc/0406068,10.1142/s0218271804006292,0.8824
10.48550/arxiv.2007.13598,10.1103/physrevb.103.014114,0.9671
10.48550/arxiv.1307.3290,10.1109/tcomm.2015.2480713,0.9580
10.48550/arxiv.1407.2528,10.1088/0264-9381/31/9/095005,1.0000
10.48550/arxiv.1806.10224,10.1093/mnras/sty1659,0.9620
10.48550/arxiv.cond-mat/0008126,10.1103/physreve.64.058102,1.0000
10.48550/arxiv.1608.05954,10.1140/epjp/i2016-16434-6,1.0000
10.48550/arxiv.1410.0405,10.1137/16m105767x,1.0000
10.48550/arxiv.astro-ph/9904054,10.1086/312033,0.9572
10.48550/arxiv.hep-lat/0405003,10.1016/j.cpc.2004.10.005,0.9677
10.48550/arxiv.math/0607253,10.1016/j.spa.2006.12.007,0.9690
10.48550/arxiv.chao-dyn/9709012,10.1088/1355-5111/9/5/010,0.9683
10.48550/arxiv.cond-mat/0104271,10.1103/physreve.64.036616,1.0000
10.48550/arxiv.2206.00039,10.1051/0004-6361/202243653,1.0000
10.48550/arxiv.2302.01861,10.1080/00031305.2024.2329681,1.0000
10.48550/arxiv.1012.0444,10.1111/j.1365-2966.2011.20360.x,0.9384
10.48550/arxiv.1609.07653,10.1103/physreva.95.023836,1.0000
10.48550/arxiv.2406.15277,10.1103/physrevresearch.6.043281,0.9740
10.48550/arxiv.astro-ph/9510142,10.1093/mnras/282.2.641,0.8902
10.48550/arxiv.1906.08475,10.1016/j.cnsns.2020.105242,1.0000
10.48550/arxiv.1307.4797,10.1038/nnano.2013.144,0.9605
